indicador;municipio;ano;resultado
13.4.1.2.1;2413557;2010;527.18
13.4.1.2.2;2413557;2010;456.23
13.4.1.2.1;2413607;2010;622.70
13.4.1.2.2;2413607;2010;454.06
13.4.1.2.1;2413706;2010;519.65
13.4.1.2.2;2413706;2010;376.97
13.4.1.2.1;2413805;2010;546.13
13.4.1.2.2;2413805;2010;496.40
13.4.1.2.1;2413904;2010;563.24
13.4.1.2.2;2413904;2010;418.64
13.4.1.2.1;2414001;2010;651.45
13.4.1.2.2;2414001;2010;478.92
13.4.1.2.1;2414100;2010;632.45
13.4.1.2.2;2414100;2010;414.86
13.4.1.2.1;2414159;2010;506.32
13.4.1.2.2;2414159;2010;429.76
13.4.1.2.1;2414209;2010;1032.18
13.4.1.2.2;2414209;2010;903.69
13.4.1.2.1;2414308;2010;633.16
13.4.1.2.2;2414308;2010;521.98
13.4.1.2.1;2414407;2010;595.86
13.4.1.2.2;2414407;2010;438.39
13.4.1.2.1;2414456;2010;625.84
13.4.1.2.2;2414456;2010;438.96
13.4.1.2.1;2414506;2010;629.05
13.4.1.2.2;2414506;2010;496.44
13.4.1.2.1;2414605;2010;571.20
13.4.1.2.2;2414605;2010;389.84
13.4.1.2.1;2414704;2010;645.44
13.4.1.2.2;2414704;2010;439.98
13.4.1.2.1;2414753;2010;546.30
13.4.1.2.2;2414753;2010;390.67
13.4.1.2.1;2414803;2010;554.73
13.4.1.2.2;2414803;2010;429.83
13.4.1.2.1;2414902;2010;554.66
13.4.1.2.2;2414902;2010;429.67
13.4.1.2.1;2415008;2010;715.80
13.4.1.2.2;2415008;2010;460.72
