indicador;municipio;ano;resultado
19.1.2.1.1.2;2402006;2010;0.8
19.1.2.2.1.1;2402006;2010;0.4
19.1.2.2.1.2;2402006;2010;60.9
19.1.2.3.1.1;2402006;2010;19.8
19.1.2.3.1.2;2402006;2010;38.3
17.1.2.3.1;2402006;2010;11093
17.1.2.3.2;2402006;2010;420
16.1.2.2.1.2.1;2402105;0;0
16.1.2.2.1.2.2;2402105;0;0
16.1.2.2.2.2.1;2402105;0;0
16.1.2.2.2.2.2;2402105;0;0
16.1.2.2.3.2.1;2402105;0;0
16.1.2.2.3.2.2;2402105;0;0
2.4.3.1.3.2.4;2402105;2010;112
2.4.3.1.3.2.5;2402105;2010;310
3.2.1.1;2402105;2010;96.1
20.4.1.3;2402105;2010;9
1;2402105;2013;16.95
3.4.1;2402105;2015;None
3.4.2;2402105;2015;None
3.4.3;2402105;2015;None
3.2.1;2402105;2015;15
3.2.2;2402105;2015;1
3.2.3;2402105;2015;99999999999996
3.3.1;2402105;2015;0
3.3.2;2402105;2015;1
3.3.3;2402105;2015;99999999999996
19.1.2.1.1.1;2402105;2010;76.3
19.1.2.1.1.2;2402105;2010;-
19.1.2.2.1.1;2402105;2010;0.1
19.1.2.2.1.2;2402105;2010;80.9
19.1.2.3.1.1;2402105;2010;23.6
19.1.2.3.1.2;2402105;2010;19.1
17.1.2.3.1;2402105;2010;2369
17.1.2.3.2;2402105;2010;26
16.1.2.2.1.2.1;2402204;0;0
16.1.2.2.1.2.2;2402204;0;0
16.1.2.2.2.2.1;2402204;0;0
16.1.2.2.2.2.2;2402204;0;0
16.1.2.2.3.2.1;2402204;0;0
16.1.2.2.3.2.2;2402204;0;0
2.4.3.1.3.2.4;2402204;2010;1608
2.4.3.1.3.2.5;2402204;2010;2062
3.2.1.1;2402204;2010;97.6
20.4.1.3;2402204;2010;27
1;2402204;2013;18.55
3.4.1;2402204;2015;None
3.4.2;2402204;2015;None
3.4.3;2402204;2015;None
3.2.1;2402204;2015;21
3.2.2;2402204;2015;5
3.2.3;2402204;2015;0
3.3.1;2402204;2015;0
3.3.2;2402204;2015;2
3.3.3;2402204;2015;1
19.1.2.1.1.1;2402204;2010;4.7
19.1.2.1.1.2;2402204;2010;3.1
19.1.2.2.1.1;2402204;2010;2.7
19.1.2.2.1.2;2402204;2010;12.5
19.1.2.3.1.1;2402204;2010;92.6
19.1.2.3.1.2;2402204;2010;84.4
17.1.2.3.1;2402204;2010;6084
